949622	I'm also using Ubuntu 10.04 and I can connect to my machines using their name. Say I have computers named ernie and bert that are on the same network: ernie:~$ ping bert.local ernie:~$ echo hello > file.txt ernie:~$ scp file.txt bert.local:~/copied-from-ernie.txt You can use this in nautilus too. Enter ssh://bert.local into the nautilus location bar in ubuntu (hit Ctrl-L to select the location bar) and hit enter. If you have different user names use ssh://username@bert.local I think you can do something similar in the Finder location bar. You have to install/enable sshd for this to work: Ubuntu: sudo apt-get install openssh-server (you may need to restart) Mac: System Preferences --> Sharing. Check the "Remote Login" box.
1042982	This was true once, but it isn't anymore. From MS-DOS # Windows command-line interface - Wikipedia: All versions of Microsoft Windows have had an MS-DOS like command-line interface (CLI). This could run many DOS and variously Win32, OS/2 1.x and Posix command line utilities in the same command-line session, allowing piping between commands. The user interface, and the icon up to Windows 2000, followed the native MS-DOS interface. Consumer Windows (up to 3.11, Win9x, WinME) ran as a Graphical User Interface (GUI) running on top of MS-DOS. With Windows 95, 98, and ME the MS-DOS part was integrated, treating both operating systems as a complete package. The command line accessed the DOS command line (usually command.com), through a Windows module (winoldap.mod). A new line of Windows, (Windows NT), boot through a kernel whose sole purpose is to load Windows. One can not run Win32 applications in the loader system in the manner that OS/2, UNIX or Consumer Windows can launch character mode sessions. So no, in every Windows from the NT family (e.g., XP, Vista, 7, 8), the command prompt and MS-DOS are visually similar, but quite different.
1248376	It depends on which windows build you are on, for me in 2018 on Windows 10 Pro 64-bit, Version 1709 (OS Build 16299.522) and also Version 1803 (OS Build 17134.165) the location is still: C:\Users\<username>\AppData\Local\lxss The trick is when you're at C:\Users\<username>\AppData\Local you will not see an lxss folder (unless you happen to have unchecked "Hide protected operating system files (Recommended)" in your folder options). However just append \lxss in the windows explorer address bar and it will take you to the folder. (Note I did not have a %LOCALAPPDATA%\Packages\CanonicalGroupLimited.UbuntuonWindows_79rhkp1fndgsc or anything similar that was mentioned in Michael Bonds answer) Update Turns out there is legacy WSL which is what I had installed. Now WSL is provided via a Microsoft store app. There are versions for Ubuntu 18.04 LTS and also now a few other flavors of Linux (e.g. Debian). If you want to be up-to-date you should uninstall legacy WSL and install the Microsoft store version. Where your home folder is will depend on which of these types of WSL you have installed. With the Microsoft store version it will, as mentioned in other answers, be located at: %LOCALAPPDATA%\Packages\CanonicalGroupLimited.UbuntuonWindows_79rhkp1fndgsc \LocalState\rootfs
1657693	In addition to other answers: since you want to produce a GIF file, I assume you want to display the image on a web page. If so, I would not bother converting your PNGs at all. Just google for "javascript slideshow" and use one of the millions of free scripts. Or write your own, this is really trivial. The benefits of doing it this way are: only one image is loaded in the browser at any time, the slideshow starts fast and does not consume much RAM on the user's machine. the solution scales to millions of images. Or billions, if you're patient enough to watch them all :) You can add controls to your page to pause, rewind, change the delay or go to a particular frame.
2366388	Speed varies widely by cyclist, depending on fitness, road conditions and traffic. Some of my observations (cruising speed based on a flat, paved road in good condition): 20km/h (12.4 mph) - many "occasional" cyclists ride around this speed 25km/h (15.5 mph) - most commuters 30km/h (18.6 mph) - fast commuters, slower roadies 35km/h (21.7 mph) - fast roadies any faster than that on a long flat and they're probably a racer (based on who I pass and who passes me when riding around 30km/h) Average speed will usually be slower than you think, once traffic stops and hills are factored in, especially over longer distances (like 80km). On my 21km commute I'll hit 30+ on every long stretch I can, but my average still only works out to 24km/h. For longer rides I cruise around 27-28 km/h, which is more sustainable; averaging 22-24 over a very long ride (200km) is a great pace for me.
75667	The first quote you made is from a very low-quality politics forum (GagaDaily). It looks like an ignorant misuse of "infamous". You can't use that word in a "good" way. To use "infamous", about something well-known, is to say that it is a bad thing. It means "wicked, disgraceful, evil, despicable, very wrong" etc. There is no other meaning. To use the word to mean simply "well-known" or "controversial" is an error. To call MLK's well-known speech "infamous" is to make an extremely racist and bigoted utterance. Or possibly just being ignorant. What could be called infamous is Pence's use of the speech to further the ultra-right agenda. Many people think that what Steve King said in July 2016 really was infamous. infamous adjective ​ famous for something considered bad: The list included the infamous George Drake, a double murderer. He's infamous for his bigoted sense of humour. Infamous (Cambridge Dictionary)
630418	I think the models you wrote are not incorrect, although I do wonder why you chose to treat Sites as fixed effects rather than random effects. There is nothing special about these sites, right? For example, you don't care about any differences among these particular 9 sites? If not, they are probably best considered random. 9 is not a lot of levels for a random factor, but hey, I'm sure it's expensive to get a lot of different sites. Since FAM, GEN, and SPEC are explicitly nested in your dataset (e.g., each FAM has its own unique set of GEN labels associated with it), another way to write your models would be: TWL1 <- lmer(TWL ~ SITE + (1|FAM)+(1|GEN)+(1|SPEC)) CPI1 <- lmer(CPI ~ SITE + (1|FAM)+(1|GEN)+(1|SPEC)) ACL1 <- lmer(ACL ~ SITE + (1|FAM)+(1|GEN)+(1|SPEC)) Although, as I hinted above, the models where all effects are random might make more sense: TWL1 <- lmer(TWL ~ (1|SITE)+(1|FAM)+(1|GEN)+(1|SPEC)) CPI1 <- lmer(CPI ~ (1|SITE)+(1|FAM)+(1|GEN)+(1|SPEC)) ACL1 <- lmer(ACL ~ (1|SITE)+(1|FAM)+(1|GEN)+(1|SPEC)) Or even possibly the models where sites are random and the plant categories are fixed? Not sure about these but they seem at least not-obviously-crazy to me: TWL1 <- lmer(TWL ~ FAM + GEN + SPEC + (1|SITE)) CPI1 <- lmer(CPI ~ FAM + GEN + SPEC + (1|SITE)) ACL1 <- lmer(ACL ~ FAM + GEN + SPEC + (1|SITE)) I'm not totally sure what "70% of the basal area" means, but if it implies that future replications of the study would most likely end up with the same set of plant categories (although obviously different individual plants), then maybe this last specification is defensible. But I leave that to your scientific judgment. As for whether you want to compare models using likelihood ratio tests, it really just depends on what you are wanting to know. If your goal is to talk about proportions of variation due to each of the effects in your study, the models with all random effects would probably be easiest because you can compute those proportions simply by taking the ratio of each variance component over the sum of all the variance components.
2247937	The terminology is confusing here, because "major" and "minor" have two different meanings. One meaning is "major and minor scales". The other, which is taken directly from Latin, is that "major" means "big" and "minor" means "small". A "second" means an interval between two successive note-letters in a scale - taking into account any sharps or flats in the scale, of course. In both major and minor scales, there are two different sizes of seconds - one and two semitones wide. The could just be called small seconds and big seconds, but the conventional Latinized names are minor seconds and major seconds. The same naming system applies to thirds, sixths, and sevenths as well. Fourths, fifths, and octaves are different. First, they sound different from the other intervals. Historically, the sound of 4th, 5ths and 8ves was described as "perfect" compared with "imperfect" for all the other intervals. The "perfect" intervals are the same size for almost all positions in major and minor scales. The very few exceptions (like F to B in C major and minor) are called "augmented" or "diminished", which just means "bigger than perfect" and "smaller than perfect". Final note: in the harmonic minor scale, there is one second that is three semitones wide (A flat to B natural, in C harmonic minor). The term "augmented" is used for that, i.e. "bigger than a big second". Similarly, B natural to A flat is "smaller than a small seventh", and called a "diminished" seventh.
2345014	While JACKs suggestion disguises the box well and removes the need for drywall work, it also is a potential code violation and makes it so someone in the future might not even know the box is there (it will look like a return air vent for an hvac system). That said, they make code-friendly covers called "Access Panels" explicitly for this purpose--you can even buy ones with spring clips that allow the panel to be secured directly to the drywall so you don't even have to figure out how to fasten it in place. This solution might not blend in as well as a return air grille since return air ducts in ceilings are more common, but access points to electrical boxes also shouldn't be hidden.
399428	Moaning Myrtle parents (who were Muggles, as she was a victim of the Heir of Slytherin because of that) came to Hogwarts to pick up her body. Therefore, it's technically possible. "Come on, Rubeus," said Riddle, moving yet closer. “The dead girl’s parents will be here tomorrow..." - Chamber of Secrets, CHAPTER THIRTEEN, The Very Secret Diary Weasley's were at Hogwarts both during HBP, and, more importantly, CoS when Ginny was taken to the Chamber: ... moments later, found themselves outside Professor McGonagall’s office. ... It was Mrs. Weasley, who had been sitting crying in front of the fire. She leapt to her feet, closely followed by Mr. Weasley, and both of them flung themselves on their daughter. - Chamber of Secrets, CHAPTER EIGHTEEN, Dobby’s Reward Montague's parents picked him up after being stuck in the Vanishing Cabinet. To cap matters, Montague had still not recovered from his sojourn in the toilet; he remained confused and disorientated and his par-ents were to be observed one Tuesday morning striding up the front drive, looking extremely angry (OotP) I'm sure some of the parents (Cedric's for sure) were spectators for the Tri-Wizard in GoF. While there's no canon info about parents visiting in regular circumstances, it's clear that (1) parents COULD visit, and (2) Muggle parents COULD get in. So, the actual answer is two-fer: We don't know if parent visits were allowed as part of regular school routine in the first place. Based on my experience with American schools, that seems highly discouraged, and I guess Brit schools would be the same. However, IF such visits were allowed for Wizard parents, it's 100% clear Muggle ones could be included in that (and, under a Headmaster like Dumbledore or Minerva, WOULD be included).
