19	7	1	14.091010093688965
110	52	1	12.499622344970703
119	7	1	9.47659969329834
176	77	1	11.521578788757324
204	78	1	11.160262107849121
207	92	1	26.94452476501465
258	65	1	18.36736297607422
262	7	1	19.146039962768555
340	39	1	10.82602596282959
386	41	1	11.87360954284668
435	19	1	8.282848358154297
443	64	1	12.343408584594727
537	19	1	9.178512573242188
553	19	1	7.734671592712402
596	55	1	16.05622673034668
611	58	1	9.486328125
652	71	1	25.25774574279785
670	8	1	11.378188133239746
672	58	1	11.592827796936035
684	21	1	9.342885971069336
703	9	1	13.619316101074219
707	26	1	9.794614791870117
769	8	1	7.1165924072265625
804	9	1	7.793515682220459
806	8	1	24.369510650634766
811	87	1	7.36306095123291
819	21	1	24.51947784423828
956	46	1	17.946044921875
990	9	1	6.630902290344238
1042	88	1	8.400975227355957
1043	54	1	15.109704971313477
1050	98	1	9.8436918258667
1065	51	1	8.20270824432373
1100	45	1	26.026721954345703
1129	98	1	11.231663703918457
1212	98	1	25.79986572265625
1267	35	1	13.354090690612793
1297	93	1	7.741004467010498
1298	73	1	8.583118438720703
1304	5	1	28.012990951538086
1306	93	1	9.674555778503418
1348	55	1	11.551749229431152
1396	93	1	10.925798416137695
1404	52	1	13.141378402709961
1522	91	1	10.014686584472656
1561	58	1	11.04066276550293
1598	51	1	12.506616592407227
1633	35	1	11.68592643737793
1649	12	1	16.160093307495117
1659	30	1	22.236574172973633
1689	73	1	11.01533317565918
1694	73	1	8.882917404174805
1704	59	1	16.473526000976562
1743	78	1	11.903036117553711
1746	28	1	10.965274810791016
1754	35	1	9.637846946716309
1769	89	1	19.679765701293945
1778	35	1	11.014398574829102
1816	57	1	7.709563255310059
1844	71	1	9.300792694091797
1856	57	1	9.6314115524292
1858	27	1	13.569180488586426
1894	22	1	10.371927261352539
1915	99	1	9.248238563537598
1923	67	1	21.13125228881836
1939	82	1	18.46120834350586
1944	10	1	20.369041442871094
1971	60	1	13.195133209228516
2068	51	1	13.343058586120605
2072	44	1	9.662596702575684
2077	60	1	17.227811813354492
2086	51	1	12.83877182006836
2153	60	1	11.106494903564453
2165	42	1	11.067453384399414
2188	83	1	21.889617919921875
2201	72	1	12.054037094116211
2319	97	1	14.571962356567383
2362	73	1	25.55144500732422
2367	22	1	10.982730865478516
2401	93	1	8.992654800415039
2431	99	1	13.29068374633789
2468	40	1	21.957693099975586
2489	62	1	24.49845314025879
2509	75	1	23.03706932067871
2523	26	1	7.704558372497559
2539	79	1	21.112651824951172
2572	41	1	8.684392929077148
2596	15	1	14.427610397338867
2634	51	1	11.740156173706055
2650	45	1	9.63226318359375
2676	70	1	9.224905014038086
2765	84	1	19.97159194946289
2780	79	1	10.54478931427002
2795	54	1	10.836679458618164
2830	58	1	14.746440887451172
2831	76	1	18.440792083740234
2847	97	1	10.89362621307373
2875	58	1	8.963464736938477
2892	87	1	8.10863208770752
2926	16	1	6.964266777038574
